,id,vlr_transacao,des_transacao,data_movimento,id_cartao
1132,5196606,926882.68,Credito,2011-05-16 12:10:00,553931
1133,3839933,49583.91,Credito,2020-10-27 14:27:00,507335
1134,3257327,229633.56,Debito,2009-07-04 16:03:00,660500
1135,7208982,935089.02,Credito,2007-01-07 13:56:00,732235
1136,8643034,809579.58,Debito,2008-10-15 10:28:00,517288
1137,277662,975713.57,Credito,2017-04-28 15:52:00,318903
1138,6220467,110441.02,Credito,2021-01-10 14:13:00,645288
1139,501546,761920.28,Credito,2020-01-19 12:54:00,11405
1140,6821433,606952.27,Credito,2019-07-23 12:54:00,347929
1141,25295,332905.39,Debito,2013-11-22 13:31:00,183265
1142,3496598,76062.26,Debito,2019-02-26 12:42:00,51655
1143,8359492,681057.61,Credito,2014-12-04 15:24:00,758372
1144,6830149,729561.68,Credito,2018-10-22 13:31:00,395090
1145,4283264,854316.12,Debito,2013-02-02 11:58:00,594360
1146,4796952,358912.99,Credito,2019-02-19 10:26:00,724010
1147,2894602,618719.19,Credito,2017-04-07 11:04:00,161054
1148,6810370,481814.02,Debito,2021-04-16 12:38:00,933363
1149,698778,665348.91,Debito,2013-02-02 11:15:00,320575
1150,6079827,863303.77,Credito,2005-08-26 14:20:00,168266
1151,5599058,244380.32,Debito,2006-10-20 09:23:00,613133
1152,2738232,113789.16,Credito,2020-10-30 11:06:00,62464
1153,410398,524702.38,Debito,2021-07-17 14:26:00,32134
1154,6723920,845562.32,Debito,2011-01-02 16:23:00,758213
1155,7281286,877276.29,Debito,2021-10-14 10:03:00,529541
1156,9706866,920607.46,Debito,2016-02-18 11:15:00,50153
1157,3210766,873724.2,Debito,2009-07-15 13:51:00,901241
1158,4234502,668831.66,Credito,2022-07-16 12:17:00,303463
1159,1467096,422273.87,Debito,2021-10-01 09:39:00,558517
1160,6968316,595695.76,Debito,2019-11-23 10:45:00,645967
1161,8122941,959968.63,Debito,2014-09-22 11:31:00,729064
1162,9710566,89894.97,Debito,2011-06-29 12:24:00,732457
1163,3391630,847056.17,Credito,2020-07-23 16:57:00,330098
1164,1317394,672414.49,Debito,2015-04-07 14:58:00,403711
1165,233147,730486.97,Debito,2013-10-14 12:29:00,694454
1166,2751051,209423.97,Debito,2009-04-01 10:09:00,754071
1167,6053688,125723.1,Credito,2014-08-17 15:59:00,689992
1168,8579048,765116.53,Debito,2009-11-24 11:39:00,647543
1169,1014062,569600.76,Credito,2006-12-21 09:32:00,314011
1170,8717681,317512.71,Credito,2008-07-07 12:26:00,644053
1171,2066143,167518.25,Credito,2008-03-30 11:05:00,436809
1172,5998656,795393.17,Debito,2022-11-16 13:00:00,962577
1173,9939544,378900.09,Credito,2012-08-11 14:25:00,976238
1174,2646975,382522.23,Credito,2014-04-07 16:14:00,408345
1175,6065988,106041.28,Debito,2007-05-20 09:59:00,909460
1176,4227926,437871.09,Credito,2019-09-11 12:31:00,528805
1177,7191930,805248.06,Debito,2014-03-29 15:28:00,126047
1178,5934256,263935.71,Credito,2021-12-27 11:16:00,232968
1179,5562094,190447.55,Debito,2007-01-20 09:51:00,474225
1180,9501433,963743.61,Debito,2017-09-16 14:20:00,783838
1181,1786331,808367.33,Debito,2013-03-26 10:37:00,640370
1182,1453454,700243.71,Debito,2013-03-28 15:30:00,418167
1183,2833385,680794.92,Debito,2014-10-25 14:12:00,854057
1184,6943863,276067.13,Debito,2005-05-30 11:45:00,905245
1185,2286281,308654.78,Debito,2011-01-06 12:18:00,455208
1186,6581218,668634.67,Debito,2022-10-14 13:35:00,494289
1187,9228357,33738.68,Credito,2008-11-20 15:34:00,610680
1188,2696492,575882.81,Credito,2010-01-09 13:55:00,54097
1189,1063280,927586.53,Credito,2019-04-16 09:20:00,287331
1190,1036674,389273.05,Debito,2005-03-11 09:04:00,973987
1191,1202925,861098.95,Credito,2005-09-27 13:07:00,108304
1192,1923109,441848.63,Debito,2009-05-26 15:10:00,927746
1193,7919939,40336.2,Credito,2021-04-01 13:12:00,229298
1194,2710787,730498.74,Credito,2010-06-29 12:09:00,57162
1195,2865991,66289.94,Credito,2009-05-21 13:42:00,27900
1196,4527975,276488.49,Credito,2022-03-05 16:10:00,611701
1197,9796434,996590.46,Debito,2013-11-21 14:12:00,720543
1198,5850681,931368.36,Credito,2009-11-18 14:25:00,331539
1199,2095818,762005.46,Credito,2006-10-13 12:26:00,960029
1200,9367985,635272.25,Debito,2018-09-20 11:26:00,773988
1201,3064339,14628.76,Debito,2014-03-24 09:37:00,230861
1202,686985,872120.01,Credito,2016-09-10 10:59:00,878346
1203,5234212,450114.7,Debito,2008-09-24 14:00:00,444489
1204,6195400,36677.76,Debito,2015-03-25 16:08:00,982737
1205,7231695,420100.08,Debito,2006-04-25 09:00:00,706040
1206,3709753,768096.62,Debito,2013-09-29 15:30:00,105024
1207,1886786,212139.5,Debito,2016-02-27 10:07:00,226307
1208,6693511,30893.51,Debito,2018-06-20 09:15:00,13272
1209,6099554,579002.28,Credito,2021-02-04 11:35:00,847864
1210,7333552,422808.51,Credito,2009-09-02 11:34:00,957130
1211,9110983,275019.15,Debito,2019-09-20 15:31:00,564939
1212,1056283,813058.59,Debito,2007-04-14 11:09:00,885973
1213,3105844,128689.58,Credito,2016-09-29 16:17:00,541035
1214,4358717,420537.09,Debito,2014-04-17 13:19:00,865538
1215,416426,419119.03,Debito,2011-03-10 13:23:00,121747
1216,8233463,890884.39,Credito,2014-07-06 14:21:00,283227
1217,4383404,724369.8,Credito,2008-01-23 15:35:00,237456
1218,1482451,782881.3,Credito,2019-05-18 09:54:00,79769
1219,576375,166162.49,Debito,2005-03-30 16:54:00,521094
1220,3370036,367818.46,Credito,2015-12-06 10:49:00,153452
1221,3396670,929529.99,Debito,2020-08-02 12:13:00,189747
1222,2922477,343090.58,Credito,2013-11-22 11:58:00,217160
1223,241698,399574.65,Credito,2006-08-18 11:13:00,843542
1224,4535726,400614.64,Credito,2012-08-13 09:24:00,698932
1225,3253159,281279.48,Debito,2008-06-28 12:09:00,114009
1226,5891403,871733.57,Credito,2021-08-29 09:31:00,372248
1227,2524177,202632.84,Credito,2012-06-08 09:36:00,48084
1228,8643246,47856.66,Debito,2016-03-26 13:32:00,529679
1229,2483225,477054.93,Debito,2008-08-21 15:54:00,891880
1230,2356335,118311.46,Debito,2010-03-24 12:22:00,210985
1231,5197560,829214.56,Debito,2010-01-30 12:33:00,824349
1232,1080773,492133.65,Debito,2017-03-25 10:34:00,931011
1233,2625952,670068.83,Credito,2010-07-21 13:40:00,641224
1234,9507477,438333.59,Debito,2014-08-09 12:55:00,162119
1235,7214892,200807.67,Credito,2014-04-04 14:48:00,139290
1236,2200151,55081.51,Debito,2019-09-05 14:02:00,771592
1237,2627672,911491.59,Credito,2022-09-10 11:45:00,856938
1238,9365655,600407.53,Credito,2015-01-15 14:29:00,298260
1239,6178325,331137.68,Credito,2007-12-06 14:44:00,850870
1240,7464978,852379.37,Debito,2005-07-17 13:38:00,510358
1241,378500,296548.81,Credito,2018-04-14 15:01:00,517376
1242,1130677,594327.6,Debito,2013-04-23 10:54:00,566550
1243,3052650,722366.12,Debito,2006-09-13 10:09:00,415878
1244,2394557,316056.05,Credito,2015-10-01 14:20:00,168863
1245,6799917,579986.69,Credito,2021-03-30 09:11:00,136606
1246,1671631,500130.42,Debito,2014-07-15 14:17:00,986012
1247,2989350,86938.74,Credito,2015-06-08 11:58:00,158030
1248,7345035,876632.83,Credito,2020-11-06 15:54:00,312854
1249,3341648,782331.99,Debito,2007-01-30 12:19:00,347495
1250,3620164,85051.17,Debito,2019-09-24 15:40:00,838994
1251,175078,427641.59,Credito,2005-10-07 13:18:00,73038
1252,8213313,416861.64,Debito,2019-02-01 15:06:00,698717
1253,5244221,570118.37,Debito,2016-10-15 16:19:00,427598
1254,2997602,162202.97,Debito,2006-11-02 15:20:00,933900
1255,6613452,866786.56,Debito,2020-08-18 15:04:00,893629
1256,6817156,704403.84,Credito,2012-10-20 09:28:00,140177
1257,3575968,898819.26,Debito,2013-10-30 09:18:00,563172
1258,8697181,575913.03,Debito,2018-07-11 15:05:00,564024
1259,8649369,165493.95,Debito,2019-07-15 11:10:00,187868
1260,9792712,138364.77,Debito,2008-12-04 09:19:00,132405
1261,1881808,922645.43,Credito,2008-04-16 10:00:00,195542
1262,3301671,481399.31,Credito,2007-09-25 14:24:00,126524
1263,2021865,828052.54,Debito,2014-11-07 09:50:00,149699
1264,2145072,294751.51,Credito,2017-01-17 10:48:00,308386
1265,2746143,92657.55,Debito,2009-12-01 11:27:00,959556
1266,5633105,115912.25,Credito,2007-11-08 13:21:00,464765
1267,9437691,364382.12,Debito,2013-06-16 10:47:00,749546
1268,3030964,563728.18,Debito,2019-01-10 13:12:00,291938
1269,2814577,770575.8,Debito,2014-10-26 10:46:00,512608
1270,5953110,530546.55,Debito,2006-05-06 16:00:00,762485
1271,1103393,87631.38,Credito,2012-06-12 10:43:00,351451
1272,3812191,795758.64,Debito,2021-01-05 14:41:00,111610
1273,5028974,564448.42,Debito,2013-12-22 16:56:00,558357
1274,763626,621733.11,Debito,2009-10-21 14:04:00,417435
1275,9257695,488389.79,Credito,2019-10-04 12:45:00,95812
1276,9785212,344962.78,Credito,2011-09-02 11:51:00,280840
1277,5849034,233688.88,Debito,2020-01-26 11:43:00,854428
1278,4690377,467332.68,Debito,2009-07-01 12:24:00,91182
1279,9004680,414823.97,Debito,2018-10-25 11:14:00,686458
1280,6457792,897223.74,Credito,2015-01-08 10:05:00,92544
1281,751561,50146.13,Debito,2010-11-30 13:18:00,465513
1282,971341,324868.03,Debito,2014-08-04 14:34:00,88041
1283,4371113,313085.65,Debito,2008-10-21 16:20:00,300915
1284,9765417,757356.2,Debito,2011-07-23 16:18:00,271192
1285,3712482,343047.71,Credito,2017-08-13 15:30:00,495703
1286,161448,488973.51,Credito,2006-03-26 10:17:00,90588
1287,6519898,256243.47,Credito,2015-07-08 09:20:00,605313
1288,118312,100668.96,Credito,2011-08-18 13:09:00,958831
1289,7870617,565394.0,Credito,2012-11-17 11:04:00,623977
1290,6865779,767889.81,Debito,2019-02-26 15:31:00,618339
1291,6295953,652737.1,Credito,2016-03-30 09:15:00,909064
1292,8589492,424497.84,Debito,2020-12-10 12:11:00,269507
1293,9699592,65709.07,Debito,2006-01-23 11:32:00,36496
1294,7818474,677324.02,Debito,2020-02-28 10:35:00,308056
1295,1583087,297684.4,Credito,2014-11-01 12:17:00,667809
1296,4348355,404220.28,Debito,2020-04-24 11:15:00,478679
1297,6638709,527767.38,Credito,2014-08-10 16:03:00,628540
1298,527082,43395.06,Credito,2016-09-16 16:12:00,315883
1299,2931230,802000.8,Debito,2014-05-01 13:15:00,11309
1300,7450879,454313.5,Debito,2008-11-24 15:39:00,164651
1301,6692013,741202.23,Credito,2006-04-09 15:25:00,30837
1302,7543548,577992.58,Credito,2017-02-05 13:53:00,223508
1303,77268,560584.53,Credito,2009-02-01 11:58:00,675486
1304,8785592,714686.34,Debito,2010-07-09 16:02:00,107859
1305,1627889,920675.25,Credito,2021-04-06 15:15:00,866664
1306,8925816,326699.54,Debito,2005-03-20 11:26:00,133186
1307,6615878,78272.11,Debito,2022-09-13 14:15:00,852874
1308,8989867,946572.17,Credito,2019-11-05 11:34:00,788721
1309,7297425,783917.28,Credito,2016-12-10 13:47:00,874990
1310,229303,84987.67,Debito,2005-12-17 11:55:00,365710
1311,8521747,225040.7,Debito,2005-02-18 10:36:00,717782
1312,8023432,983254.39,Debito,2022-07-10 14:58:00,289090
1313,9459749,401942.73,Credito,2016-03-11 14:47:00,142615
1314,6878000,656772.32,Credito,2011-07-14 10:04:00,329205
1315,1912351,401152.51,Debito,2014-12-15 13:40:00,534129
1316,1362188,956726.5,Credito,2017-07-16 13:19:00,317170
1317,1999811,84426.27,Credito,2011-04-26 10:04:00,825670
1318,5739958,306426.92,Debito,2006-09-28 15:34:00,907423
1319,9514969,49353.21,Credito,2008-11-16 14:40:00,438434
1320,184707,452759.87,Credito,2013-09-24 12:01:00,668180
1321,5689149,400659.2,Credito,2015-09-09 16:58:00,7196
1322,1914098,642574.46,Debito,2015-09-19 14:50:00,542
1323,655259,529614.88,Credito,2009-12-10 12:56:00,211751
1324,7691096,188850.52,Credito,2017-02-24 09:59:00,639877
1325,3535073,351562.36,Credito,2016-03-17 13:05:00,243654
1326,9924810,234100.62,Credito,2022-03-30 16:34:00,248502
1327,1802408,664903.84,Credito,2010-10-05 10:18:00,13505
1328,512077,500162.5,Debito,2022-07-07 16:40:00,572719
1329,7278046,529452.09,Credito,2007-05-28 11:30:00,897166
1330,4463887,566720.87,Credito,2015-02-14 15:50:00,40292
1331,4018858,754641.44,Debito,2016-12-10 09:51:00,590269
1332,2773174,486820.86,Debito,2007-06-21 12:54:00,233261
1333,3267102,521107.44,Credito,2012-06-29 15:32:00,615683
1334,2619906,29621.44,Debito,2005-07-08 15:13:00,758742
1335,6700561,606829.03,Debito,2019-08-10 15:42:00,950101
1336,6134614,565600.41,Credito,2007-09-28 11:27:00,595652
1337,4088823,732856.08,Credito,2013-10-16 15:56:00,371696
1338,7032895,196024.15,Credito,2019-04-16 09:19:00,414081
1339,6314953,812377.39,Debito,2011-04-28 14:35:00,594873
1340,9218035,333411.57,Credito,2020-05-19 10:01:00,614671
1341,6825268,233046.98,Credito,2019-10-10 12:55:00,544596
1342,1337925,493962.63,Credito,2011-11-19 13:37:00,368102
1343,5320067,102666.84,Credito,2018-09-27 14:50:00,576508
1344,5375420,195744.06,Credito,2017-07-26 16:01:00,941413
1345,8338865,306168.95,Debito,2010-01-12 14:01:00,33822
1346,111283,106098.66,Debito,2008-12-12 14:55:00,69473
1347,2085575,556183.84,Debito,2020-02-05 15:00:00,237701
1348,5060083,772498.51,Credito,2013-07-10 14:36:00,43503
1349,3235690,714939.05,Credito,2010-09-12 12:07:00,872345
1350,4533582,655129.36,Debito,2016-09-01 09:50:00,773104
1351,2830892,653413.87,Credito,2014-01-04 16:01:00,629871
1352,579259,300900.83,Debito,2006-09-27 10:49:00,27466
1353,4394244,306404.66,Credito,2009-09-28 14:52:00,654697
1354,7951434,579840.26,Credito,2007-01-17 13:04:00,374642
1355,7469999,158772.62,Debito,2005-10-09 10:05:00,236473
1356,7676796,266858.97,Credito,2006-05-20 12:03:00,120140
1357,197398,468375.83,Debito,2021-09-18 16:15:00,823939
1358,4810203,148579.04,Debito,2021-09-27 10:43:00,901453
1359,1686308,703824.14,Credito,2010-05-28 12:36:00,880359
1360,6662030,973722.7,Credito,2021-08-04 15:26:00,498488
1361,8440848,887720.27,Debito,2015-05-15 13:32:00,186260
1362,2986704,93597.01,Credito,2020-01-17 10:42:00,66286
1363,6821026,468518.45,Debito,2011-04-12 15:12:00,51615
1364,4801330,614684.78,Debito,2020-10-20 16:47:00,892838
1365,7360099,777791.86,Credito,2015-02-06 12:42:00,47423
1366,4526335,302679.2,Debito,2013-09-07 11:33:00,605497
1367,1542386,33765.48,Credito,2014-09-11 13:34:00,190005
1368,5968980,15495.68,Debito,2008-03-30 14:36:00,131091
1369,8870942,789386.73,Credito,2015-02-27 15:55:00,338803
1370,9861367,897700.17,Debito,2009-03-30 09:04:00,799590
1371,9249662,93614.1,Credito,2012-04-16 14:57:00,762891
1372,2408698,485387.26,Debito,2019-03-11 14:55:00,131596
1373,6605026,703494.94,Debito,2008-10-02 11:36:00,81804
1374,785247,402550.98,Credito,2008-07-02 13:33:00,901702
1375,9214156,389723.64,Credito,2018-02-19 11:35:00,311201
1376,678897,560931.26,Credito,2022-11-15 16:24:00,821521
1377,5373465,55098.92,Credito,2009-02-03 09:03:00,804314
1378,707775,240198.31,Debito,2013-02-10 09:00:00,75803
1379,7273402,307052.91,Debito,2010-07-02 16:40:00,53943
1380,593223,485423.5,Credito,2013-12-30 11:18:00,478925
1381,1720270,342086.27,Debito,2009-01-15 11:27:00,508716
1382,7520767,297742.6,Debito,2015-11-22 16:43:00,985869
1383,1637462,325325.74,Debito,2021-12-14 11:36:00,473207
1384,2988412,547350.26,Credito,2008-01-23 13:17:00,622943
1385,1914847,886353.73,Credito,2018-10-15 16:52:00,38518
1386,6458902,71130.16,Debito,2010-10-17 10:13:00,30578
1387,9590539,905488.86,Credito,2006-02-07 10:04:00,583992
1388,2442561,922759.2,Credito,2015-04-16 14:57:00,114260
1389,8777746,474202.05,Debito,2011-08-04 10:38:00,416785
1390,6200753,92117.29,Debito,2008-01-22 10:24:00,956122
1391,3731257,787828.07,Credito,2022-01-30 10:35:00,550178
1392,448053,577976.97,Credito,2014-01-06 10:56:00,453610
1393,7058450,60553.75,Debito,2021-02-20 11:26:00,401858
1394,702410,644002.41,Credito,2013-04-09 11:55:00,246749
1395,6272682,575425.99,Credito,2016-10-03 16:49:00,803686
1396,8901862,365690.04,Credito,2014-10-26 14:38:00,255443
1397,5918546,860195.5,Credito,2021-11-22 16:06:00,441922
1398,7865670,780418.31,Credito,2015-12-06 09:21:00,743528
1399,3183917,981197.69,Credito,2010-08-27 09:45:00,771315
1400,822922,841969.9,Debito,2020-07-10 11:03:00,89598
1401,754290,567260.81,Debito,2011-04-29 09:14:00,401640
1402,7011219,617209.54,Credito,2006-02-01 12:41:00,944025
1403,3365919,966814.74,Credito,2011-03-29 09:53:00,971269
1404,6849721,573531.87,Credito,2010-05-18 10:25:00,249888
1405,6977144,285183.6,Credito,2008-08-25 13:32:00,472039
1406,8827839,601230.66,Credito,2007-07-07 14:22:00,426057
1407,2626760,200247.52,Debito,2012-08-02 14:14:00,880151
1408,7816952,820825.82,Credito,2019-09-05 12:49:00,166510
1409,2260552,114082.58,Credito,2011-07-22 15:35:00,694108
1410,2736722,606517.34,Credito,2018-10-17 09:04:00,479691
1411,228553,751797.89,Credito,2005-03-13 11:51:00,862814
1412,5612784,341796.87,Debito,2005-11-06 16:11:00,262666
1413,6314674,66829.86,Debito,2012-06-28 09:22:00,438626
1414,1942926,851611.36,Credito,2008-02-20 10:19:00,704612
1415,9325655,474777.52,Debito,2009-05-09 14:52:00,483716
1416,1713075,577739.91,Debito,2017-09-30 10:29:00,519418
1417,5270210,704125.87,Credito,2019-09-26 15:01:00,102510
1418,8836600,853317.04,Debito,2014-05-21 15:47:00,126785
1419,9334420,560204.76,Credito,2008-10-28 13:45:00,93554
1420,7319399,947017.77,Credito,2018-10-23 14:41:00,412995
1421,8493052,361869.66,Credito,2020-10-17 09:35:00,576348
1422,7346918,837162.33,Debito,2011-06-01 15:58:00,600068
1423,866457,954326.94,Credito,2017-09-25 15:21:00,608951
1424,5388736,101469.06,Debito,2016-04-27 16:11:00,334566
1425,6371059,616147.18,Credito,2009-02-06 16:10:00,712868
1426,1951319,770727.21,Credito,2005-02-07 16:58:00,165368
1427,7087136,521261.46,Credito,2008-08-09 09:50:00,80402
1428,1888535,833140.66,Debito,2008-02-13 14:34:00,730654
1429,8798322,579830.34,Debito,2013-12-27 16:36:00,881184
1430,5140400,143993.33,Credito,2017-10-12 15:46:00,865822
1431,6583992,638856.41,Credito,2012-04-06 11:21:00,145707
1432,972297,430826.61,Credito,2018-05-30 10:42:00,869858
1433,4177319,775822.89,Credito,2010-10-10 16:37:00,581881
1434,491444,151569.98,Credito,2010-10-20 10:31:00,741696
1435,2063121,567652.53,Credito,2020-02-25 14:40:00,870201
1436,5823993,590519.7,Credito,2008-11-23 10:17:00,592821
1437,35969,59546.3,Credito,2013-04-03 12:30:00,679615
1438,1592695,807560.08,Debito,2012-12-21 15:36:00,630250
1439,6700620,708746.79,Credito,2010-03-21 11:20:00,70680
1440,1602796,714080.43,Credito,2020-12-15 11:10:00,515866
1441,3731408,902695.52,Debito,2005-11-18 10:24:00,819444
1442,9085614,197723.5,Credito,2022-04-26 11:34:00,450245
1443,7747400,531216.13,Credito,2011-11-20 16:01:00,319939
1444,7587514,801895.92,Credito,2011-11-30 10:03:00,822693
1445,6421934,103801.91,Credito,2009-09-22 10:36:00,574780
1446,7529153,731036.0,Debito,2020-08-09 09:13:00,722385
1447,7157481,57556.99,Credito,2011-09-17 13:55:00,804917
1448,4785609,226851.35,Credito,2007-01-26 11:51:00,215362
1449,5457416,218258.18,Credito,2013-08-25 09:08:00,30836
1450,9788554,761220.94,Debito,2007-05-08 12:06:00,534084
1451,5431115,72571.46,Credito,2008-11-01 14:12:00,458646
1452,1298554,944296.06,Debito,2008-07-10 15:09:00,822969
1453,8407820,471857.41,Credito,2009-10-28 11:38:00,630344
1454,6206266,52094.95,Credito,2020-02-18 13:41:00,396017
1455,1513036,381761.12,Credito,2020-09-15 13:15:00,795095
1456,2571332,657276.09,Credito,2018-01-05 10:15:00,4238
1457,4828235,776943.4,Debito,2018-12-18 13:32:00,543459
1458,9968478,705355.2,Debito,2014-12-30 09:39:00,89860
1459,2597254,321342.8,Debito,2009-09-07 10:26:00,984445
1460,1720641,809444.41,Debito,2017-04-10 14:20:00,303280
1461,7899529,850161.27,Credito,2009-05-24 11:33:00,76591
1462,5904343,784443.16,Debito,2010-01-15 13:45:00,353377
1463,4754285,980559.6,Credito,2016-06-12 11:54:00,982980
1464,9047419,389018.54,Debito,2005-03-28 14:09:00,382115
1465,7389461,579258.25,Credito,2010-07-16 14:51:00,727057
1466,4697445,413160.87,Credito,2015-04-20 10:33:00,196264
1467,6385427,316718.44,Debito,2005-04-21 12:44:00,477847
1468,7461486,14691.54,Debito,2008-09-30 14:17:00,945884
1469,4670663,785918.94,Credito,2007-12-14 12:11:00,640889
1470,6346192,953472.39,Credito,2021-11-11 11:26:00,46037
1471,5662421,337735.38,Credito,2008-07-20 15:06:00,432162
1472,9687813,500697.69,Credito,2013-01-30 10:23:00,126674
1473,192580,458580.7,Debito,2008-11-15 12:28:00,662275
1474,6573614,294421.28,Debito,2018-08-23 14:53:00,385314
1475,6302744,223102.66,Credito,2018-02-17 14:48:00,237092
1476,8234737,891432.1,Credito,2012-11-03 16:01:00,877102
1477,8229770,796556.88,Debito,2007-08-05 13:32:00,198823
1478,7338066,677396.8,Credito,2019-08-01 14:45:00,583941
1479,7241816,237826.77,Credito,2005-02-27 10:18:00,206707
1480,1749164,816350.32,Credito,2010-05-12 11:52:00,184947
1481,5508494,348009.02,Credito,2009-07-21 11:00:00,742719
1482,7000335,826860.99,Debito,2015-01-09 11:23:00,720374
1483,211961,790070.82,Debito,2020-09-30 11:02:00,39568
1484,7071194,983457.37,Debito,2006-04-23 13:40:00,779669
1485,6390174,636333.06,Credito,2019-03-02 14:37:00,457118
1486,4834356,5691.98,Debito,2012-10-22 09:02:00,616616
1487,7157987,942427.28,Debito,2011-04-17 13:12:00,315784
1488,1615927,759493.02,Debito,2007-04-16 13:40:00,922661
1489,3025877,87109.09,Credito,2013-09-28 13:21:00,15896
1490,6587567,859901.54,Debito,2015-12-15 09:22:00,231195
1491,3813117,458821.67,Credito,2022-08-04 11:56:00,360036
1492,696413,964711.27,Debito,2015-09-01 09:57:00,16544
1493,9588553,367208.12,Credito,2007-03-09 10:28:00,467379
1494,1718999,616335.03,Credito,2021-12-18 13:37:00,88800
1495,474480,810360.19,Debito,2018-04-22 10:47:00,30556
1496,8771462,736140.54,Debito,2014-01-11 12:19:00,921427
1497,9807078,394889.41,Debito,2021-04-06 14:05:00,232453
1498,5026638,959701.18,Credito,2016-05-24 12:58:00,98887
1499,6012199,686249.58,Credito,2008-09-04 15:00:00,261336
1500,2649042,733476.82,Debito,2012-09-21 14:39:00,456948
1501,4776366,595659.32,Debito,2018-06-05 14:57:00,873010
1502,6012418,347475.69,Credito,2021-03-21 10:40:00,14226
1503,685278,49090.05,Debito,2021-08-28 15:33:00,898017
1504,8731475,246529.29,Credito,2021-08-14 12:45:00,692124
1505,1222192,671727.68,Credito,2010-09-23 14:18:00,689488
1506,855734,353298.1,Credito,2019-08-15 13:13:00,558003
1507,9908704,291636.11,Credito,2020-12-20 13:21:00,883001
1508,357560,458519.88,Debito,2014-09-13 16:08:00,305569
1509,9460148,80643.95,Credito,2012-08-07 13:57:00,704394
1510,8541044,398575.3,Debito,2020-01-09 15:55:00,740918
1511,2069382,139583.59,Credito,2019-08-18 10:39:00,960651
1512,6029617,75930.71,Credito,2006-01-04 13:44:00,859741
1513,9614312,992593.08,Credito,2021-01-25 15:14:00,731882
1514,7012711,369794.1,Debito,2019-12-11 16:56:00,262831
1515,458217,107761.01,Credito,2010-01-19 11:39:00,90460
1516,4830578,14649.88,Credito,2014-02-12 10:16:00,8749
1517,3039111,408286.89,Credito,2013-10-03 13:33:00,641789
1518,8744600,434796.92,Credito,2007-12-20 12:16:00,930811
1519,8664134,239983.58,Credito,2011-01-11 09:09:00,481548
1520,1320565,201834.36,Debito,2014-03-27 14:35:00,759882
1521,6194559,531926.4,Debito,2005-03-18 09:23:00,56591
1522,208166,682518.46,Debito,2014-06-02 14:47:00,245870
1523,7807025,330363.17,Debito,2006-02-25 15:39:00,492740
1524,4627874,853885.19,Credito,2015-01-03 09:58:00,389750
1525,1215061,263125.79,Credito,2017-10-12 12:36:00,452145
1526,3954688,838000.62,Credito,2008-08-22 16:17:00,315306
1527,4717291,253948.18,Debito,2006-02-18 13:31:00,478717
1528,432838,891509.82,Credito,2018-04-25 10:44:00,875566
1529,6319430,739755.89,Credito,2005-04-01 15:18:00,537874
1530,2583671,502749.59,Credito,2006-11-18 16:18:00,223749
1531,1126367,849358.09,Credito,2018-02-05 11:59:00,118259
1532,8938083,974664.42,Debito,2008-08-12 12:02:00,491283
1533,1353438,137445.61,Credito,2014-07-08 13:34:00,801315
1534,7634584,151245.16,Debito,2021-06-16 12:40:00,568802
1535,3338140,178504.2,Credito,2008-10-18 10:10:00,13408
1536,7651445,355163.69,Debito,2007-06-17 13:21:00,184091
1537,3857763,264636.91,Debito,2015-04-29 14:03:00,900860
1538,6945137,998497.03,Debito,2014-02-13 12:34:00,82529
1539,2004493,593410.69,Credito,2013-10-01 15:17:00,573924
1540,5574907,178998.54,Debito,2012-12-18 09:25:00,604959
1541,8800643,876526.35,Debito,2022-05-02 14:30:00,395275
1542,5414844,345015.68,Debito,2005-10-02 11:29:00,595525
1543,3030526,909748.35,Credito,2022-07-06 16:03:00,135435
1544,9291727,515602.45,Debito,2012-03-21 12:21:00,371671
1545,244233,456762.28,Debito,2016-06-19 15:30:00,802367
1546,5000503,250394.39,Debito,2009-05-18 12:06:00,253901
1547,9692221,526360.53,Credito,2022-02-02 14:03:00,187389
1548,6312136,651036.69,Debito,2015-09-07 16:29:00,831563
1549,773995,617292.58,Debito,2010-10-17 11:01:00,221841
1550,2947649,740616.54,Credito,2020-03-08 13:27:00,32742
1551,9281394,822371.11,Credito,2011-01-15 16:15:00,92753
1552,6051996,217947.2,Credito,2015-05-25 16:14:00,844540
1553,9349273,736914.3,Debito,2007-02-04 15:35:00,837240
1554,7964714,576176.05,Debito,2016-03-03 11:50:00,406965
1555,1014301,407496.93,Credito,2005-09-08 11:28:00,362363
1556,8969205,646500.89,Debito,2021-06-14 09:28:00,62013
1557,9246191,237676.14,Credito,2012-06-03 10:03:00,18744
1558,442254,714356.07,Credito,2020-02-04 16:31:00,662939
1559,6208655,509618.59,Debito,2009-06-26 16:28:00,772151
1560,2894597,736730.11,Credito,2019-06-18 14:44:00,540097
1561,8386160,100000.99,Debito,2012-03-10 15:39:00,871628
1562,1900226,457287.88,Debito,2015-09-27 11:20:00,722485
1563,9885406,371782.34,Debito,2016-02-08 11:28:00,20895
1564,7753139,943963.74,Debito,2008-10-30 09:29:00,187676
1565,5518489,24473.28,Debito,2016-02-06 12:34:00,383512
1566,8240894,998475.68,Debito,2015-12-25 12:47:00,884692
1567,4197101,736786.52,Credito,2015-01-29 12:44:00,981129
1568,2501601,786643.05,Debito,2021-09-16 14:11:00,63479
1569,9059886,165041.77,Debito,2016-09-12 15:55:00,756831
